but while the new york stock exchange did n't fall ___
the first major event this morning in u.s. stock and ___
under a reform arising from the N crash trading in ___
the aim of the <unk> would be to ease the ___
that <unk> <unk> is just one of a number of ___
the big board also added computer capacity to handle huge ___
several of those post-crash changes kicked in during friday 's ___
a deeper market plunge today could give them their first ___
a further slide also would <unk> debate over a host ___
most notably several of the regulatory steps recommended by the ___
the most controversial of the brady recommendations involved establishing a ___
but for the moment attention focuses on the reforms that ___
big board and merc officials expressed satisfaction with the results ___
those <unk> from N p.m. to N p.m. <unk> and ___
during the first halt after the s&p index had fallen ___
that system is designed to separate <unk> program trades from ___
one merc broker compared the action in the s&p pit ___
you do n't want the fire but you know what ___
after <unk> for about N minutes the s&p index tumbled ___
traders then spent the last half-hour watching to see if ___
one <unk> estimated that N N to N N of ___
but the <unk> circuit breaker never had to kick in ___
the mmi and the s&p N are the two major ___
the programs are considered by many to be a major ___
the process of post-crash reforms began with calls to <unk> ___
in october N just after the market drop washington was ___
over the next year that grand agenda was <unk> down ___
in addition limits were placed on computer-driven trading and steps ___
few changes were made in the way the markets are ___
at the outset the prime target was program trading which ___
there were also calls to strip the stock markets of ___
and there was much criticism of the new york stock ___
when the brady task force 's powerful analysis of the ___
arguing that the separate financial <unk> acted as one and ___
the reagan white house held the brady recommendations at arm ___
in may N the working group made up of representatives ___
after several more months of arguments among various stock exchanges ___
privately some free <unk> dismissed such <unk> as <unk> to ___
after all this free-market argument went the dow only dropped ___
if s&p futures fall N points at opening contract trading ___
if dow industrials fall N points at opening contract trading ___
if s&p futures fall N points equivalent to about N ___
on nyse program trades are diverted into a separate computer ___
if s&p futures fall N points trading is restricted for ___
if dow industrials fall N points trading on the big ___
if <unk> drops N points big board halts trading for ___
give sec authority to monitor <unk> by affiliates of brokerage ___
give sec authority to halt securities trading also opposed by ___
create a task force to review current state of the ___
breaking the soviet government 's television monopoly an independent company ___
there must not be a monopoly there must be freedom ___
the company is already working on its own programming in ___
mr. <unk> told <unk> that he recently had been to ___
<unk> 's article was accompanied by a picture of mr. ___
even though it will be independent of official television <unk> ___
south africa 's national union of <unk> said that about ___
de beers said that workers at five of the group ___
the <unk> in negotiations occurred with de beers offering a ___
japan 's opposition socialist party denied that its legislators had ___
the <unk> had been raised in parliament by the governing ___
<unk> <unk> secretary general of the socialist party acknowledged that ___
the world wide fund for nature said that spain argentina ___
a report by the conservation group presented at the <unk> ___
fund official simon <unk> said world trade in wildlife was ___
a nato project to build a <unk> for the 1990s ___
britain france and italy announced technical reasons for <unk> but ___
a few hours after the party launched its own <unk> ___
labor 's visa card is believed to be the first ___
labor gets N pence N cents for every N about ___
as with other plastic in britain 's <unk> environment the ___
china 's <unk> <unk> program has achieved some successes in ___
the official china daily said retail prices of <unk> foods ___
the state statistical bureau found that more than N billion ___
the newspaper quoted experts as saying the subsidies would cause ___
the aim of the <unk> measures was to <unk> economic ___
economists now predict the growth rate will be about N ___
in a sign of growing official <unk> for <unk> russian ___
a <unk> $ N million <unk> of <unk> was completed ___
the <unk> is the <unk> of <unk> <unk> <unk> director ___
it all seemed innocent enough last april one steven b. ___
it is almost identical to the sony product mr. <unk> ___
the justin merchandise carried wholesale prices some N N below ___
but instead of a new customer part of a <unk> ___
mr. <unk> it turned out was a private <unk> using ___
seeking to keep justin 's my own product line off ___
since then life has changed a lot for <unk> leonard ___
i have n't been able to get a decent night ___
it 's the most <unk> thing in my life i ___
his company annual sales about $ N million may suffer ___
justin 's plight shows what can happen when a tiny ___
with considerable irony the case also shows how completely japan ___
americans used to complain bitterly about being <unk> by <unk> ___
now sony whose innovative <unk> products are among the most ___
the <unk> of this is that justin knocked off the ___
if sony wins mr. <unk> says its little rival will ___
at worst he adds they 'd have to <unk> them ___
mr. <unk> denies the suit 's charges and says his ___
i made a similar line and i produced it cheaper ___
today u.s. judge john e. <unk> is expected to rule ___
the judge turned down an earlier sony request for such ___
though hoping to settle the case justin <unk> to fight ___
i had no idea i was getting in so deep ___
mr. <unk> had sold <unk> inc. a taiwan electronics maker ___
with justin he began selling toys and electronics made mostly ___
the company has grown to about N employees from four ___
justin has been profitable since N adds the official who ___
like many others mr. <unk> took notice in N when ___
the <unk> <unk> new products looked more like toys than ___
in court papers sony says it has spent more than ___
sony found a new market niche but mr. <unk> figured ___
his products are n't exact copies of sony 's but ___
sony uses mostly red and blue with <unk> of yellow ___
to be successful a product can be any color <unk> ___
by last winter justin was showing <unk> at toy <unk> ___
indeed concerned that sony sales personnel were threatening legal action ___
he himself threatened to take the matter to the federal ___
but justin has n't pursued those charges which were without ___
recalls mr. <unk> our purpose was to influence them to ___
we never intended taking on sony we do n't have ___
off and on since then the companies have <unk> in ___
and justin in a news release says once competitive sony ___
sony 's lawyer insists that the company 's tactics including ___
he also insists that sony no less than others has ___
justin claims it began using the same colors on electronic ___
whatever its merits sony 's aggressive defense is <unk> for ___
mr. <unk> says he has paid more than $ N ___
of sony mr. <unk> says they know there 's no ___
they just keep <unk> me in deeper until i reach ___
<unk> charles h. <unk> ii chairman of <unk> corp. purchased ___
the stock was bought on thursday in a privately negotiated ___
as previously reported <unk> <unk> n.h. and <unk> gas & ___
eastern utilities has offered $ N a share for <unk> ___
dresdner bank ag of west germany has announced a friendly ___
the tender offer by west germany 's <unk> commercial bank ___
dresdner is offering to acquire N N of <unk> 's ___
the terms of the offer put a value of N ___
the societe generale banking group controls N N of the ___
mexican investor joel <unk> <unk> said he sold a block ___
in a filing with the securities and exchange commission mr. ___
mr. <unk> <unk> said that he <unk> group ltd. <unk> ___
mr. <unk> <unk> has said he wants to purchase more ___
in san diego smith laboratories president timothy <unk> said the ___
<unk> new york said it and the management of sports ___
the investment bank becomes majority shareholder in sports & recreation ___
sports <unk> tampa fla. posted revenue of $ N million ___
the company is very profitable on an operating basis mr. ___
in N sports & recreation 's managers and certain passive ___
in the latest transaction management bought out the passive investors ___
hammond co. newport beach calif. said fidelity national financial inc. ___
hammond said that its discussions with fidelity an irvine calif. ___
fidelity has increased its stake in hammond to N N ___
statements made in securities and exchange commission filings led hammond ___
giant group ltd. said it terminated negotiations for the purchase ___
giant a beverly hills calif. collection of companies that is ___
giant has n't ever disclosed the proposed price although <unk> ___
the airline would have become the latest in a <unk> ___
the state-controlled insurer assurances <unk> de france said it has ___
friday 's approval was needed to conform with <unk> rules ___
both paribas and <unk> have been increasing their stakes in ___
<unk> did n't comment officially on its reasons for seeking ___
an <unk> official did specify however that there was no ___
lockheed <unk> systems co. a unit of lockheed corp. said ___
the air force is looking to buy N new primary ___
the aircraft would replace the <unk> made by the <unk> ___
lockheed said the u.s. navy may also buy an additional ___
under the agreement with lockheed <unk> will license lockheed to ___
lockheed will build additional structures and perform final assembly of ___
a lockheed spokesman in <unk> calif. said he was n't ___
striking auto workers ended their <unk> <unk> of a metal ___
but the <unk> <unk> came as a nationwide dispute by ___
the <unk> <unk> began filing out of the shop which ___
their withdrawal was based on promises by <unk> to open ___
the strike by customs officers tax collectors treasury workers and ___
ministry employees complain that they are poorly paid because of ___
the market for $ N billion of high-risk junk bonds ___
trading ground to a halt as investors rushed to sell ___
stunned they watched brokerage houses mark down price quotations on ___
the junk bond market is in a state of gridlock ___
junk 's collapse helped <unk> the <unk> selling of stocks ___
simultaneously it also helped trigger this year 's biggest rally ___
but an <unk> <unk> <unk> the junk market friday as ___
for example the price of <unk> corp. 's $ N ___
but not even goldman would make a market in the ___
junk bonds which <unk> from less than $ N billion ___
the shaky market received its biggest jolt last month from ___
campeau developed a cash squeeze that caused it to be ___
now dozens of corporations including <unk> allen tw services and ___
the music has stopped playing says michael <unk> a principal ___
in friday 's aftermath says r. douglas <unk> a director ___
in august first boston withdrew a $ N million junk ___
the outlook looks shaky because we 're still waiting for ___
indeed a moody 's index that tracks the net asset ___
in a stark contrast the benchmark 30-year treasury bond climbed ___
the bond 's yield dropped to N N the lowest ___
the yield on three-month treasury bills considered the <unk> of ___
the main catalyst for government bond market rally was the ___
when you get panic in one market you get flight ___
nevertheless the problems of the junk market could prompt the ___
this marks a significant shift in the interest rate outlook ___
any sustained <unk> could be a lift for junk bonds ___
robert dow a partner and portfolio manager at lord <unk> ___
he adds the junk market has <unk> some trouble and ___
i do n't believe that 's the case but i ___
there is a flight to quality and the quality is ___
even as trading in high-yield issues <unk> up over the ___
for example a recent $ N million offering of <unk> ___
a $ N million offering of turner broadcasting system inc ___
first boston estimates that in november and december alone junk ___
that 's a clear indication that there is and will ___
i do n't know how people can say the junk ___
when the rally comes insurance companies will be leading it ___
there is plenty of money available from people who want ___
but such highly leveraged transactions seemed to have <unk> this ___
michael <unk> director of fixed-income research at kemper financial services ___
last year we probably bought one out of every three ___
this year at best it 's in one in every ___
however mr. <unk> said the slide in junk is creating ___
for the moment investors seem more <unk> with the bad ___
the market has been weak since the announcement of the ___
that really affected the market in that people started to ___
well before campeau though there were signs that the junk ___
despite the relatively strong economy junk bond prices did nothing ___
in june two months before it would default on interest ___
in july southmark corp. the dallas-based real estate and financial ___
by the end of july the difference in yield between ___
in august resorts international inc. which sold more than $ ___
in september just as the cash squeeze hit campeau <unk> ___
meantime regulators are becoming increasingly worried as the rush to ___
moody 's says the frequency of corporate credit <unk> is ___
in addition there are six times as many troubled banks ___
the era of the 1980s is about compound interest and ___
what we 've begun to see is the damage to ___
businesses were borrowing at interest rates higher than their own ___
what we 're seeing now is the <unk> <unk> of ___
prices of treasury bonds surged in the biggest rally of ___
the benchmark 30-year treasury bond was quoted N p.m. edt ___
the yield on the benchmark fell to N N the ___
the flight to quality began late in the day and ___
treasurys opened lower reacting <unk> to news that the producer ___
many bond market participants will be closely <unk> the action ___
prices of municipals investment-grade <unk> and mortgage-backed bonds also rose ___
mortgage securities rose in hectic trading with most of the ___
the ginnie mae november N N issue ended at N ___
but the yield spread between <unk> investment-grade issues and <unk> ___
and the yields on telephone and utility issues rose relative ___
despite rumors that the tva 's long-awaited offering would be ___
one of the sources said the smaller portions of $ ___
friday 's 190-point plunge in stocks does not come <unk> ___
still the lesson is about the same on friday the ___
the consensus along the street seems to be that the ___
still the consensus seems almost as wide that one <unk> ___
this <unk> leads us to another piece of news moving ___
the real value of all shares after all is directly ___
and market expectations clearly have been raised by the capital ___
an hour before friday 's plunge that provision was stripped ___
there is a great deal to be said to be ___
it would be a good thing if congress started to ___
for one thing no one doubts that the capital gains ___
since senate leaders have so far <unk> it up with ___
especially so since president bush has been weakened by the ___
to the extent that the ual troubles contributed to the ___
as the best opportunities for corporate restructurings are exhausted of ___
but the airlines are <unk> a clear case given anti-takeover ___
james <unk> the minnesota democrat who chairs the public works ___
it would give mr. skinner up to N days to ___
so the ual deal has problems and the market loses ___
in the N crash remember the market was shaken by ___
even more important in our view was the treasury 's ___
the treasury is doing the same thing today <unk> the ___
also traders are in better shape today than in N ___
they are in less danger of losing liquidity simply because ___
the big board 's <unk> with the chicago board of ___
in any event some traders see stocks as <unk> today ___
there is nothing wrong with the market that ca n't ___
but on the bearish side that may be too much ___
first chicago corp. posted a third-quarter loss of $ N ___
the parent company of first national bank of chicago with ___
the addition on top of two big N additions to ___
first chicago since N has reduced its loans to such ___
despite this loss first chicago said it does n't need ___
during the quarter the company realized a pretax gain of ___
combined foreign exchange and bond trading profits dipped N N ___
gains from first chicago 's venture capital unit a big ___
greece 's second <unk> of general elections this year is ___
for those hoping to see a <unk> of political <unk> ___
in the <unk> round of voting <unk> gave no clear ___
the ad interim coalition government that emerged from <unk> <unk> ___
on the other the so-called coalition of the left and ___
the <unk> bond for this <unk> <unk> was plain <unk> ___
the <unk> goal was a <unk> of government corruption <unk> ___
when reduced to <unk> status in <unk> <unk> <unk> however ___
with regard to greece 's <unk> <unk> scandal mr. <unk> ___
he has ample motive to shift the blame and his ___
nevertheless the new democracy and communist parties herald his <unk> ___
among <unk> questions are whether mr. <unk> received $ N ___
two former ministers were so heavily <unk> in the <unk> ___
but <unk> parliamentary probe was the case of millions of ___
in the end the investigation produced only <unk> evidence and ___
on another issue <unk> were told how their national intelligence ___
despite convincing arguments it was never established that mr. <unk> ___
the central weakness of the scandals debates was pointed up ___
the coalition government tried to show that <unk> ministers had ___
naturally neither general dynamics nor dassault could be expected to ___
so it seems that mr. <unk> and his communist <unk> ___
but while <unk> high <unk> alone wo n't help <unk> ___
first came his predictable <unk> he charged the coalition of ___
then to <unk> his credibility with the left he <unk> ___
next he continued to court the communists many of whom ___
for balance and in hopes of gaining some <unk> <unk> ___
thus <unk> heads for the polls not only with diminished ___
crucial as these elections are for greece pressing issues of ___
greece also must <unk> major pieces of legislation in preparation ___
greece 's <unk> relations with the u.s. need attention soon ___
for one the current accord concerning u.s. military bases in ___
negotiations for a new agreement were frozen before the june ___
another matter of concern is the <unk> of <unk> <unk> ___
the <unk> courts have decided in favor of <unk> in ___
the <unk> seem barely aware of the importance of the ___
that <unk> could win the elections outright is <unk> the ___
yet the possibility of another <unk> government is all too ___
if mr. <unk> becomes the major opposition leader he could ___
also he could force new elections early next year by ___
new democracy has once again <unk> underestimated the opponent and ___
but since he is undoubtedly one of the most <unk> ___
mr. carpenter a regional <unk> for national review has lived ___
u.s. officials moved to head off any repeat of black ___
fed chairman greenspan signaled that the central bank was prepared ___
other u.s. and foreign officials also <unk> out plans though ___
friday 's sell-off was triggered by the collapse of ual ___
the junk bond market came to a standstill while treasury ___
japanese stocks dropped early monday but by late morning were ___
many banks refused to back the $ N billion transaction ___
the decision was based solely on problems with the ual ___
the surge in producer prices in september followed three months ___
a capital-gains tax cut was removed from the senate 's ___
bush wo n't press for a capital-gains provision in the ___
general motors signaled that up to five north american assembly ___
u.s. car and truck sales fell N N in early ___
warner and sony are <unk> in a legal battle over ___
the fight could set back sony 's plans to enter ___
hooker 's u.s. unit received a $ N million bid ___
america west said friday it will postpone its new service ___
saatchi & saatchi would launch a management buy-out if a ___
british aerospace and france 's <unk> are <unk> a pact ___
new u.s. <unk> quotas will give a bigger share to ___
four ailing s&ls were sold off by government regulators but ___
dow jones industrials N off N transportation N off N ___
commodities dow jones futures index N up N spot index ___
a federal appeals court in san francisco ruled that shareholders ___
the ruling stems from a N suit filed by shareholders ___
lawyers specializing in shareholder suits said they are concerned that ___
according to the suit apple officials created public excitement by ___
the plaintiffs also alleged that prior to the fanfare the ___
the suit claimed apple 's stock climbed to a high ___
but when the company revealed <unk> 's poor sales late ___
in N the san francisco district court dismissed the case ___
late last month the appeals court agreed that most of ___
however it gave the shareholders the right to pursue a ___
the court ruled that the news media did n't reveal ___
lawyers are worried about the ruling 's implication in other ___
the court was careful to say that the adverse information ___
the court is saying that the adverse facts have to ___
shareholders ' attorneys at the new york firm of <unk> ___
they wrote the opinion <unk> a new rule of <unk> ___
nfl ordered to pay $ N million in legal fees ___
the national football league is considering appealing the ruling stemming ___
a jury in N agreed with the <unk> 's claims ___
but the jury awarded the <unk> only $ N in ___
last week the u.s. court of appeals in new york ___
<unk> d. <unk> of <unk> & <unk> then of <unk> ___
douglas r. <unk> of <unk> & <unk> says about $ ___
<unk> & <unk> will get about $ N for the ___
the federal appeals court held that the nominal damages and ___
antitrust laws provide that injured parties may be <unk> for ___
but <unk> <unk> an attorney for the nfl says his ___
mr. <unk> of <unk> <unk> slate <unk> & flom in ___
<unk> & <unk> of houston and <unk> robertson fraser & ___
the <unk> is believed to be the first such cross-border ___
the firms are n't required to refer work exclusively to ___
but they will work together on energy environmental and <unk> ___
in addition <unk> & <unk> 's washington d.c. office will ___
the arrangement reached after about eight months of negotiations grew ___
in what may signal a turnaround for asbestos manufacturers <unk> ___
mount lebanon high school near pittsburgh sought $ N million ___
grace successfully contended that removing the fire <unk> would pose ___
a spokesman for the company said the verdict is thought ___
<unk> s. <unk> will join <unk> morrison & <unk> as ___
she will help develop the <unk> practice of the san ___
ms. <unk> N years old resigned as federal communications commission ___
she was the first woman to be appointed fcc general ___
richard p. <unk> formerly eastern airlines ' top lawyer joined ___
mr. <unk> N spent N years at the miami airline ___
mr. <unk> said he will split his time between the ___
apple computer inc. said it will offer cash rebates on ___
apple will offer a $ N <unk> on its apple ___
the rebates as a percentage of the retail cost of ___
the company is also offering a free trial of its ___
<unk> electric industrial co. of japan and siemens ag of ___
in the venture 's first fiscal year siemens will hold ___
a basic agreement between the two companies was announced in ___
the new company is to be called siemens <unk> components ___
<unk> 's share in the venture will rise to N ___
the parent companies forecast sales for the venture of around ___
sales are expected to rise to one billion marks after ___
the company will have production facilities in west germany <unk> ___
roger <unk> editor of u.s. news & world report resigned ___
mr. <unk> said he resigned because of difficulties with <unk> ___
in mr. <unk> 's tenure the magazine 's advertising pages ___
but at N million weekly paid circulation u.s. news still ___
<unk> b. <unk> chairman and editor in chief said mr. ___
mr. <unk> said his magazine would maintain its editorial format ___
mr. <unk> a senior writer at time magazine before joining ___
the offers were to work as a writer not an ___
<unk> <unk> <unk> aviation s.a. said group profit before taxes ___
the french aircraft group pointed out however that financial results ___
it noted for example that group revenue for the first ___
still it said it expects sales for all of N ___
for all of N dassault had group profit of N ___
the group has n't yet released earnings figures for the ___
<unk> consolidated industries inc. expects to report earnings before extraordinary ___
after a tax benefit of about $ N <unk> expects ___
for third quarter last year <unk> reported a $ N ___
revenue for the latest third quarter was about $ N ___
mr. simmons said the results signal a turnaround for the ___
a new $ N million steel rod <unk> which got ___
as a result the company hopes to report net income ___
revenue for N is expected to be about $ N ___
for the nine months ended sept. N <unk> expects to ___
last year the company had a net loss of $ ___
revenue for the nine months is expected to be about ___
mr. simmons said <unk> 's new mill is expected to ___
production at the mill has exceeded the ability of <unk> ___
<unk> will have to consider expanding its casting operation at ___
under robert w. singer who was named president and chief ___
now i think we have a group of marketing people ___
still he said the <unk> company plans to continue its ___
the company claims a N N share of the u.s. ___
freeport-mcmoran inc. said a temporary <unk> of operations at its ___
the diversified energy and minerals concern said that a depressed ___
more than N pounds of <unk> a year have been ___
a second <unk> plant at uncle sam <unk> that produces ___
freeport-mcmoran said the shutdown wo n't affect sales volumes under ___
freeport-mcmoran resource partners as owner of the <unk> technology receives ___
business week subscribers may hear this week 's issue talking ___
a <unk> ad from texas instruments inc. running in approximately ___
readers who pull off a piece of tape and press ___
the talking chip is n't cheap the <unk> cost to ___
previous efforts have included musical ads featuring simple <unk> chips ___
and for those who miss the message the first time ___
<unk> financial corp. dallas said it will ask a u.s. ___
<unk> <unk> by merrill lynch capital markets has been trying ___
the real estate and mortgage banking concern had hoped to ___
without cash from asset sales and unable to reach a ___
it filed for protection from creditors under chapter N of ___
<unk> said merrill lynch which owns bonds and equity in ___
it said it chose lazard in part because of lazard ___
canadian imperial bank of commerce said it will increase its ___
don <unk> senior vice president and chief <unk> said the ___
it <unk> the continuing uncertainty with respect to the ultimate ___
the bank said about c$ N million will be added ___
mr. <unk> said the c$ N million charge to earnings ___
the bank 's net income for the nine months ended ___
mr. <unk> said the bank will restructure its c$ N ___
the bank has a N N reserve against the remaining ___
mr. <unk> said the bank 's experience with <unk> debt ___
he said the bank will no longer participate in <unk> ___
the <unk> among takeover stocks friday does n't mean the ___
suitors from now on are more likely to be <unk> ___
and they will be launching <unk> and perhaps fewer deals ___
this is an <unk> sign for a stock market that ___
whenever the 1980s merger boom seems to be <unk> shock ___
the market is <unk> not cheap says alan <unk> of ___
he recently began increasing his cash position to N N ___
i look at where deals can get done he says ___
lenders are growing increasingly nervous about <unk> takeovers investment bankers ___
you had a week of a deteriorating junk-bond market that ___
trading <unk> up friday in the market for high-yield junk ___
it was the latest in a series of setbacks for ___
and banks appear to be taking an increasingly skeptical view ___
the group trying to buy ual announced friday that it ___
takeover-stock traders today will be scrambling to learn of any ___
investment bankers representing the buy-out group and ual 's board ___
after ual the stock viewed as most vulnerable is american ___
trading in amr shares was suspended shortly after N p.m. ___
late friday night the london office of jefferies & co. ___
similarly delta air lines and usair group dropped N N ___
over the <unk> however two developments in other deals indicated ___
vitro s.a. a major mexican glass maker said yesterday that ___
on friday <unk> shares fell N N to close at ___
for the broader market the greatest significance of the <unk> ___
moreover to complete the entire <unk> glass purchase and <unk> ___
donaldson 's statement is n't merely an idle <unk> because ___
security pacific meanwhile said it expects to arrange $ N ___
in another takeover battle a spokesman for mccaw cellular communications ___
mccaw is offering $ N a share for N million ___
on friday lin shares were among the few takeover issues ___
traders and investment bankers said lin shares were n't hurt ___
investment bankers interviewed over the weekend see a silver <unk> ___
potential bidders for companies were saying that things were beginning ___
nothing makes things look cheaper than a <unk> drop in ___
just as there are people waiting to become bargain <unk> ___
investment bankers expect most of those bargain <unk> to be ___
in the past corporate buyers were often discouraged from making ___
now corporate buyers should be willing to <unk> the acquisition ___
many takeover stocks plunged friday as speculators retained their confidence ___
columbia pictures entertainment which has agreed to a friendly $ ___
but several stocks long rumored to be <unk> for a ___
they include usx down N N upjohn down N N ___
the market and investment bankers are even less <unk> about ___
given the weakness in both the junk bond market and ___
examples include <unk> whose agreement to be acquired for $ ___
<unk> shares fell nearly N N on friday to close ___
ramada which first delayed and then <unk> a $ N ___
ramada has said it hopes to propose a new restructuring ___
shares of american medical international which agreed last week to ___
the buy-out group is offering $ N a share for ___
but investment bankers say the market may have <unk> some ___
hilton hotels for example was among the <unk> issues falling ___
hilton currently is soliciting bids for a sale of part ___
people familiar with hilton said over the weekend that the ___
however they conceded that some potential bidders would rely on ___
hilton officials said they were n't worried about the drop ___
william <unk> hilton 's general counsel said plans to consider ___
i ca n't believe that any potential buyer for hilton ___
but the stock market as a whole bolstered as it ___
for <unk> suitors the takeover game has been over for ___
of all the one-time expenses incurred by a corporation or ___
to take full advantage of the financial opportunities in this ___
it must also evaluate the real-estate market in the chosen ___
specifically it must understand how real-estate markets <unk> to shifts ___
when a regional economy <unk> cold the local real-estate market ___
in other words real-estate market indicators such as building permits ___
this was seen in the late 1960s in los angeles ___
but the reverse is also true when a region 's ___
because real-estate purchases and leases are such major long-term commitments ___
metropolitan detroit was written off economically during the early 1980s ___
area employment dropped by N N from its N peak ___
for example residential building permits in the trough year of ___
once metropolitan detroit 's economy rallied in the mid-1980s real ___
building permits for example soared a staggering N N between ___
where <unk> corporations and professional firms are now asking are ___
look no further than metropolitan houston and denver two of ___
of course some observers have touted houston and denver for ___
metropolitan houston 's economy did drop and then <unk> in ___
in the mid-1980s employment was down as much as N ___
the vacancy rate soared more than N N in nearly ___
to some observers the empty office buildings of houston 's ___
metropolitan houston 's population has held steady over the past ___
and personal income after <unk> in the mid-1980s has returned ___
today metropolitan houston 's real-estate market is poised for a ___
more than N jobs were added in <unk> houston last ___
this growth puts houston in the top five <unk> areas ___
and forecasts project a N N to N N growth ___
denver is another metropolitan area where the commercial real-estate market ___
by some measures metropolitan denver 's economy has actually improved ___
its population has continued to increase since N the peak ___
buying income in real dollars actually increased N N between ___
the rates of increase however are less than the rapid ___
in a <unk> <unk> therefore the region 's real-estate market ___
housing building permits are down more than N N from ___
although no one can predict when metropolitan denver 's real-estate ___
when denver 's regional economy begins to grow faster such ___
what real-estate strategy should one follow in a metropolitan area ___
generally overcapacity in commercial real estate is dropping from its ___
vacancy rates in the N N to N N range ___
under these conditions even a <unk> out of economic growth ___
those looking for real-estate bargains in <unk> metropolitan areas should ___
mr. <unk> is managing partner of a real-estate advisory firm ___
<unk> industrial corp. said it expects its third-quarter net earnings ___
analysts had been projecting that the company 's earnings would ___
the company said a drop in activity in the <unk> ___
also the company said its commercial products operation failed to ___
<unk> a maker of <unk> truck and commercial <unk> equipment ___
common cause asked both the senate ethics committee and the ___
mr. keating is currently the subject of a $ N ___
fred <unk> president of common cause the <unk> citizens lobby ___
mr. <unk> based this on a statement by mr. keating ___
i want to say in the most <unk> way i ___
in a highly unusual meeting in sen. <unk> 's office ___
according to notes taken by one of the participants at ___
mr. keating had complained that the regulators were being too ___
the notes show that sen. <unk> called the federal home ___
for the next two years the bank board which at ___
lincoln 's parent company american continental corp. entered bankruptcy-law proceedings ___
the newly formed resolution trust corp. successor to the bank ___
mr. keating has filed his own suit alleging that his ___
the cost to taxpayers of lincoln 's collapse has been ___
details of the affair have become public gradually over the ___
in the midst of his N re-election campaign sen. <unk> ___
sen. <unk> after months of <unk> off intense press criticism ___
in addition sen. <unk> last week disclosed that he <unk> ___
sen. <unk> said he had meant to pay for the ___
mr. keating his family members and associates also donated $ ___
but sen. <unk> says mr. keating broke off their friendship ___
he became very angry at that left my office and ___
in july california newspapers disclosed that mr. keating gave $ ___
in addition sen. cranston received $ N in campaign donations ___
also in july ohio newspapers disclosed $ N in corporate ___
that was in addition to $ N in direct campaign ___
mr. <unk> said the senate ethics committee should hire a ___
wilson <unk> staff director of the ethics panel would n't ___
sen. <unk> said he would cooperate with any inquiry but ___
sen. <unk> said he had been deeply concerned at the ___
sen. glenn said he had already made a complete disclosure ___
sen. <unk> said when all is said and done i ___
sen. cranston who had already <unk> his help to the ___
trinity industries inc. said it reached a preliminary agreement to ___
trinity estimated the value of the pact at more than ___
trinity said it plans to begin delivery of the rail ___
it said the N rail cars are in addition to ___
when china opened its doors to foreign investors in N ___
today with about N N of the companies ' products ___
the toy makers were pushed across the border by rising ___
but in the wake of the <unk> in beijing on ___
although the manufacturers stress that production has n't been affected ___
the toy makers and their foreign buyers cite uncertainty about ___
nobody wants to have all his eggs in one basket ___
indeed <unk> and other leading hong kong toy makers were ___
their steps were partly prompted by concern over a deterioration ___
by diversifying supply sources the toy makers do n't intend ___
it would n't be easy to <unk> quickly the manufacturing ___
a supply of cheap labor and the access to hong ___
south china is the most competitive source of toys in ___
hong kong trade figures illustrate the toy makers ' reliance ___
in N exports of domestically produced toys and games fell ___
but <unk> mainly from china jumped N N to hk$ ___
in N 's first seven months domestic exports fell N ___
manufacturers say there is no immediate substitute for southern china ___
for the next few years like it or not china ___
in the meantime as manufacturers and buyers seek new sites ___
several big companies have established manufacturing joint ventures in thailand ___
with the european community set to remove its internal trade ___
worries about china came just as hong kong 's toy ___
hong kong manufacturers say large debt <unk> and other financial ___
the industry <unk> last year and this year as a ___
still they long for a <unk> toy to <unk> retail ___
the <unk> thing the colony 's companies have to a ___
introduced in <unk> the <unk> plastic <unk> are based on ___
paul <unk> managing director of <unk> says N million <unk> ___
should sales continue to be strong through the christmas season ___
other hong kong manufacturers expect their results to improve only ___
besides the lack of a <unk> product they cite the ___
<unk> buyers have little money left to spend on other ___
many of the toy makers ' problems started well before ___
toy makers complain that electricity in <unk> has been provided ___
bank credit for china investments all but <unk> up following ___
also concern exists that the <unk> beijing leadership will tighten ___
but toy manufacturers and other <unk> say beijing will be ___
they say china 's trade deficit is widening and the ___
the chinese leaders have to decide whether they want control ___
the bush administration urging the supreme court to give states ___
<unk> general kenneth <unk> argued that the N supreme court ___
he also argued that the high court was wrong in ___
the administration 's position was outlined in a <unk> brief ___
the administration filed the brief in an appeal involving a ___
the administration urged the justices to adopt a legal standard ___
under that standard which <unk> the votes of only three ___
that is a much easier standard for a state to ___
on the provisions of the minnesota law the bush administration ___
aluminum co. of america hit hard by the strength of ___
the nation 's no. N aluminum maker earned $ N ___
revenue rose N N to $ N billion from $ ___
analysts who were expecting <unk> to post around $ N ___
it 's disappointing said william <unk> an analyst with smith ___
much of the earnings decline was led by <unk> rate ___
lower prices for aluminum <unk> and certain <unk> products and ___
in addition costs were higher partly due to scheduled plant ___
excluding the higher tax rate which rose two percentage points ___
noting that the third quarter is usually the aluminum industry ___
nevertheless the company said shipments were up slightly to N ___
in new york stock exchange composite trading friday <unk> closed ___
for N years federal rules have barred the three major ___
and for six years nbc abc and cbs have negotiated ___
but with foreign companies <unk> up u.s. movie studios the ___
they hope the foreign deals will divide the hollywood opposition ___
even network executives however admit privately that victory either in ___
and so the networks also are pushing for new ways ___
that became clear last week with the disclosure that national ___
nbc 's interest may revive the deal which mgm\/ua killed ___
even if that deal is n't revived nbc hopes to ___
nbc may yet find a way to take a passive ___
